spec_name,signal_name,information
hpdmc,fml_adr,"Here’s the extracted information on the `fml_adr` (Address input for Fast Memory Link) signal based on the provided design specification:
**[Signal name]:** fml_adr
**[Description]:**
  - **[Definition]:** Address input line for the Fast Memory Link (FML) bus, used to specify the memory address for SDRAM read and write operations.
  - **[Functionality]:**
    - The `fml_adr` signal carries the address information required for accessing SDRAM via the FML interface, supporting burst-oriented memory operations.
    - This address input allows the HPDMC to perform sequential memory transactions on the DDR SDRAM, essential for high-bandwidth applications such as video processing.
    - The FML interface, which includes `fml_adr`, is designed for compatibility with DRAM controllers, simplifying the handling of burst commands.
  - **[Interconnection]:**
    - Directly interfaces with the SDRAM management unit and bus interface within HPDMC, enabling memory command addressing for efficient data management.
    - Works in tandem with other FML signals for command synchronization, including those handling burst lengths and strobe operations.
  - **[Additional information]:**
    - The FML bus, including `fml_adr`, is optimized for continuous high-speed memory access and features a simplified signaling structure that excludes corner cases typically encountered in burst operations, helping reduce logic resource usage on the FPGA.
**[Related Signals]:** FML bus signals (e.g., strobe, data lines), SDRAM management unit"
hpdmc,fml_stb,"Here’s the extracted information on the `fml_stb` (Strobe signal for FML transactions) based on the provided design specification:
**[Signal name]:** fml_stb
**[Description]:**
  - **[Definition]:** Strobe signal for the Fast Memory Link (FML) bus, used to initiate and maintain active FML transactions.
  - **[Functionality]:**
    - The `fml_stb` signal indicates when a new command is ready to be processed and remains asserted while the command is active. This strobe signal asserts in sync with other FML control signals to initiate memory transactions.
    - For continuous commands, `fml_stb` stays asserted until an acknowledgment signal is received, indicating that the command has been successfully completed. After acknowledgment, `fml_stb` should be deasserted if there are no new commands to issue.
  - **[Interconnection]:**
    - It works directly with other FML signals, including `fml_adr` (address) and data lines, as part of the transaction protocol to maintain synchronization.
    - The protocol, based on WISHBONE-like transactions, uses `fml_stb` to control command timing and handshakes within the HPDMC.
  - **[Additional information]:**
    - Part of the simplified FML burst-mode protocol, `fml_stb` helps streamline communication by signaling command readiness and synchronization, minimizing corner-case handling and saving FPGA resources.
**[Related Signals]:** fml_adr, FML acknowledgment signal, data lines, SDRAM management unit"
hpdmc,fml_we,"Here’s the extracted information on the `fml_we` (Write Enable for FML) signal based on the provided design specification:
**[Signal name]:** fml_we
**[Description]:**
  - **[Definition]:** Write Enable signal for the Fast Memory Link (FML) bus, which designates whether the current transaction on the FML bus is a write operation.
  - **[Functionality]:**
    - The `fml_we` signal indicates whether a command to the SDRAM is a write operation (when asserted). If not asserted, the command is interpreted as a read operation.
    - Works in tandem with the FML protocol to differentiate between read and write requests, streamlining data direction for transactions on the memory interface.
    - During FML transactions, `fml_we` helps synchronize write instructions alongside other control signals (e.g., strobe and acknowledgment) to manage the SDRAM efficiently.
  - **[Interconnection]:**
    - Operates closely with `fml_stb` (strobe) and acknowledgment signals, forming part of the FML protocol that initiates and confirms write operations in coordination with the SDRAM management unit.
    - Influences the data path controller to toggle between data read and write modes, ensuring proper data direction and bus availability.
  - **[Additional information]:**
    - Integrated into the FML’s simplified burst-mode communication, `fml_we` helps streamline transaction types while reducing FPGA resource consumption.
**[Related Signals]:** fml_stb, FML acknowledgment signal, data path controller, SDRAM management unit"
hpdmc,fml_ack,"Here’s the extracted information on the `fml_ack` (Acknowledge signal for FML transactions) based on the provided design specification:
**[Signal name]:** fml_ack
**[Description]:**
  - **[Definition]:** Acknowledge signal for the Fast Memory Link (FML) bus, which signals the completion of a transaction on the FML interface.
  - **[Functionality]:**
    - The `fml_ack` signal is asserted by the HPDMC to indicate that the current FML transaction has been processed successfully.
    - Used in response to the `fml_stb` (strobe) signal, `fml_ack` allows synchronized transaction processing by notifying the command initiator (typically the CPU or bus controller) that the command cycle is complete.
    - The signal is designed to work in a handshake-like protocol within the FML, ensuring that new commands can only proceed once the current transaction receives an acknowledgment.
  - **[Interconnection]:**
    - Interacts closely with `fml_stb`, forming part of the transaction protocol on the FML bus for sequential read or write commands.
    - Works with other FML signals, including the address (`fml_adr`) and write enable (`fml_we`), to manage data flow and timing for efficient communication with SDRAM.
  - **[Additional information]:**
    - The FML protocol simplifies acknowledgment handling, reducing latency and optimizing FPGA resource utilization. The `fml_ack` signal is integral to this streamlined burst-mode protocol, ensuring effective command-cycle management and reducing contention on the memory interface.
**[Related Signals]:** fml_stb, fml_adr, fml_we, SDRAM management unit, FML bus"
hpdmc,fml_di,"Here’s the extracted information on the `fml_di` (Data Input for FML) signal based on the provided design specification:
**[Signal name]:** fml_di
**[Description]:**
  - **[Definition]:** Data input line for the Fast Memory Link (FML) bus, used for transferring data from the CPU to the SDRAM via the HPDMC.
  - **[Functionality]:**
    - The `fml_di` signal carries data values intended for write operations on the SDRAM, enabling efficient data transfer within the FML’s burst-oriented structure.
    - Works in conjunction with `fml_we` to ensure data is correctly directed for write operations when the `fml_we` signal is asserted.
  - **[Interconnection]:**
    - Interacts directly with other FML signals, including `fml_we` (Write Enable) and `fml_stb` (Strobe), forming part of the synchronized transaction process for memory writes.
    - Linked to the data path controller to streamline data flow for write operations, ensuring compatibility with SDRAM timing and burst length requirements.
  - **[Additional information]:**
    - As part of the FML protocol, `fml_di` facilitates high-speed data transfer to SDRAM by aligning data with the burst mode, reducing resource utilization on the FPGA.
**[Related Signals]:** fml_we, fml_stb, data path controller, SDRAM management unit"
hpdmc,fml_do,"Here’s the extracted information on the `fml_do` (Data Output for FML) signal based on the provided design specification:
**[Signal name]:** fml_do
**[Description]:**
  - **[Definition]:** Data output line for the Fast Memory Link (FML) bus, used to carry data from the SDRAM to the CPU through HPDMC.
  - **[Functionality]:**
    - The `fml_do` signal outputs data read from the SDRAM, facilitating data transfer back to the CPU or requesting system over the FML interface.
    - It works in tandem with other FML control signals, such as `fml_stb` (strobe) and `fml_ack` (acknowledge), to ensure data validity during read cycles, providing synchronized data transmission within the burst-mode FML protocol.
  - **[Interconnection]:**
    - Directly linked with other FML signals to coordinate data output operations, especially `fml_stb` for initiating read transactions and `fml_ack` for signaling transaction completion.
    - Managed by the data path controller, which oversees data direction and ensures the data aligns correctly with SDRAM timing.
  - **[Additional information]:**
    - Part of the FML’s streamlined protocol designed for efficient high-speed data transfer, `fml_do` supports sustained memory access required in high-bandwidth applications such as video processing.
**[Related Signals]:** fml_stb, fml_ack, data path controller, SDRAM management unit, FML bus"
hpdmc,sdram_cke,"Here’s the extracted information on the `sdram_cke` (SDRAM Clock Enable) signal based on the provided design specification:
**[Signal name]:** sdram_cke
**[Description]:**
  - **[Definition]:** SDRAM Clock Enable (CKE) signal, directly controlling the clock enable pin of the SDRAM.
  - **[Functionality]:**
    - The `sdram_cke` signal is used to manage the active state of the SDRAM clock. It should always be set (enabled) during normal operation, except during specific stages of the initialization sequence.
    - The HPDMC does not support power-down modes for SDRAM, meaning that clearing (`sdram_cke` deasserted) during normal operations can lead to undefined behavior.
    - The signal is directly driven through the System Register, allowing the CPU to set or clear the CKE pin as needed during the SDRAM initialization.
  - **[Interconnection]:**
    - Managed by the System Register in HPDMC, `sdram_cke` is activated in conjunction with other control signals to maintain SDRAM readiness.
    - Works closely with the initialization and reset routines of the HPDMC, specifically managed through CPU-driven commands for direct control over the SDRAM command and address bus during startup and configuration phases.
  - **[Additional information]:**
    - `sdram_cke` requires careful handling during the initialization phase to ensure stable operation of the SDRAM. It should be consistently enabled post-initialization to maintain correct SDRAM functionality.
**[Related Signals]:** System Register, SDRAM command and address bus"
hpdmc,sdram_cs_n,"Here’s the extracted information on the `sdram_cs_n` (SDRAM Chip Select, active low) signal based on the provided design specification:
**[Signal name]:** sdram_cs_n
**[Description]:**
  - **[Definition]:** Active-low Chip Select (CS) signal for SDRAM, used to enable or disable command processing in the SDRAM module.
  - **[Functionality]:**
    - The `sdram_cs_n` signal activates the SDRAM for command processing when asserted low. When this signal is deasserted (high), the SDRAM disregards any inputs on its command bus.
    - During initialization and command cycles, the CPU can control `sdram_cs_n` through the bypass register in HPDMC to manually drive the SDRAM chip select as needed.
    - In bypass mode, writing to this register issues a single transaction to the SDRAM, where the `sdram_cs_n` value is effective for one clock cycle, and then returns to its default inactive state.
  - **[Interconnection]:**
    - Directly controlled by the CPU in bypass mode using the bypass register, allowing low-level initialization and command control over SDRAM operations.
    - Works in conjunction with other SDRAM control signals such as `WE`, `RAS`, and `CAS` within the command protocol for accurate command handling.
  - **[Additional information]:**
    - Designed to operate only during specific CPU-controlled sequences, particularly in the absence of automatic initialization by the HPDMC hardware. Ensures flexibility in SDRAM control without requiring continuous assertion.
**[Related Signals]:** WE, RAS, CAS, bypass register, SDRAM command bus"
hpdmc,sdram_we_n,"Here’s the extracted information on the `sdram_we_n` (SDRAM Write Enable, active low) signal based on the provided design specification:
**[Signal name]:** sdram_we_n
**[Description]:**
  - **[Definition]:** Active-low Write Enable (WE) signal for SDRAM, used to control write operations on the SDRAM module.
  - **[Functionality]:**
    - The `sdram_we_n` signal initiates write commands when asserted low. When high, the write functionality is inactive, allowing other SDRAM commands to proceed without write access.
    - During initialization or specific command sequences, the CPU can drive `sdram_we_n` through the bypass register. This allows low-level control over the SDRAM’s command bus and precise timing for memory access commands.
    - In bypass mode, a write to this register activates `sdram_we_n` for one clock cycle, with the signal reverting to its default inactive state after the cycle completes.
  - **[Interconnection]:**
    - Works in conjunction with other control signals, such as `CS`, `RAS`, and `CAS`, to form a complete command for the SDRAM, specifically during write transactions.
    - Part of the SDRAM command protocol, managed through the bypass register for CPU-controlled sequences or by the SDRAM management unit during automatic operations.
  - **[Additional information]:**
    - Essential for precise timing and command issuance during initialization sequences or custom memory access routines, as managed through the HPDMC’s control interface.
**[Related Signals]:** CS, RAS, CAS, bypass register, SDRAM command bus"
hpdmc,sdram_cas_n,"Here’s the extracted information on the `sdram_cas_n` (SDRAM Column Address Strobe, active low) signal based on the provided design specification:
**[Signal name]:** sdram_cas_n
**[Description]:**
  - **[Definition]:** Active-low Column Address Strobe (CAS) signal for SDRAM, used to initiate column-related commands within the SDRAM.
  - **[Functionality]:**
    - The `sdram_cas_n` signal, when asserted low, initiates a column address operation on the SDRAM. This signal is used as part of read and write commands that specify column locations in memory.
    - It is controlled by the CPU via the bypass register during initialization or specific memory transactions. In bypass mode, writing to this register activates `sdram_cas_n` for one clock cycle, then the signal returns to its default inactive state.
  - **[Interconnection]:**
    - Used with `sdram_cs_n`, `sdram_we_n`, and `sdram_ras_n` to form complete memory commands, controlling specific read or write operations.
    - Managed in conjunction with the SDRAM command bus via the bypass register to allow direct CPU control during system initialization or low-level configuration.
  - **[Additional information]:**
    - Essential during the SDRAM initialization phase or when custom low-level access is required. `sdram_cas_n` contributes to the overall command protocol in SDRAM transactions, ensuring correct column selection for data access.
**[Related Signals]:** sdram_cs_n, sdram_we_n, sdram_ras_n, bypass register, SDRAM command bus"
hpdmc,sdram_ras_n,"Here’s the extracted information on the `sdram_ras_n` (SDRAM Row Address Strobe, active low) signal based on the provided design specification:
**[Signal name]:** sdram_ras_n
**[Description]:**
  - **[Definition]:** Active-low Row Address Strobe (RAS) signal for SDRAM, used to initiate row-related commands within the SDRAM.
  - **[Functionality]:**
    - The `sdram_ras_n` signal, when asserted low, initiates a row address operation, crucial for accessing specific rows within the SDRAM.
    - This signal is essential for managing row-level memory operations such as activating rows before read/write transactions and precharging rows after operations.
    - Controlled by the CPU through the bypass register during initialization sequences and specific SDRAM command operations. In bypass mode, writing to this register asserts `sdram_ras_n` for one clock cycle before returning to its default inactive state.
  - **[Interconnection]:**
    - Functions with other SDRAM control signals, including `sdram_cs_n`, `sdram_we_n`, and `sdram_cas_n`, to construct complete memory commands within the SDRAM protocol.
    - Works as part of the SDRAM command bus and aligns with control sequences initiated through the bypass register, allowing direct command execution by the CPU.
  - **[Additional information]:**
    - Plays a critical role in SDRAM initialization and row management, enabling low-level access control and precise handling of memory commands as directed by the CPU or HPDMC’s command sequences.
**[Related Signals]:** sdram_cs_n, sdram_we_n, sdram_cas_n, bypass register, SDRAM command bus"
hpdmc,sdram_adr,"Here’s the extracted information on the `sdram_adr` (SDRAM Address Bus) signal based on the provided design specification:
**[Signal name]:** sdram_adr
**[Description]:**
  - **[Definition]:** Address bus for SDRAM, used to specify row and column addresses for read and write operations within the SDRAM.
  - **[Functionality]:**
    - The `sdram_adr` signal holds the current address information sent to the SDRAM for accessing specific memory locations.
    - In bypass mode, the CPU can directly control `sdram_adr` through the bypass register to provide custom initialization and address control, which enables direct memory access during initialization without involving the HPDMC's automatic address handling.
    - During command execution, the `sdram_adr` bus updates synchronously with command signals (like CS, WE, RAS, and CAS) to select the appropriate rows and columns in the SDRAM.
  - **[Interconnection]:**
    - Works closely with other SDRAM control signals (e.g., `sdram_cs_n`, `sdram_we_n`, `sdram_ras_n`, `sdram_cas_n`) to form complete SDRAM commands that target specific memory addresses.
    - Linked to the SDRAM command bus, which the HPDMC or CPU manages depending on the operation mode, ensuring accurate address delivery for all memory operations.
  - **[Additional information]:**
    - Synchronization of the `sdram_adr` and command signals allows complex commands (e.g., mode register loads) to be executed with single writes to the bypass register. This design aids in reducing the complexity of memory control logic, especially during initialization sequences.
**[Related Signals]:** sdram_cs_n, sdram_we_n, sdram_ras_n, sdram_cas_n, bypass register, SDRAM command bus"
hpdmc,sdram_ba,"Here’s the extracted information on the `sdram_ba` (SDRAM Bank Address) signal based on the provided design specification:
**[Signal name]:** sdram_ba
**[Description]:**
  - **[Definition]:** Bank Address bus for SDRAM, specifying the bank within SDRAM for row and column commands.
  - **[Functionality]:**
    - The `sdram_ba` signal holds the bank address for memory commands, which enables targeted read/write operations within a specific bank.
    - When in bypass mode, `sdram_ba` is managed directly by the CPU using the bypass register, allowing low-level access to select banks for initialization and configuration without the need for automatic controller handling.
    - This bank address can be altered on the command cycle, allowing for efficient SDRAM bank management in response to active commands such as row activation or precharging.
  - **[Interconnection]:**
    - Works closely with other SDRAM control signals, such as `sdram_cs_n`, `sdram_ras_n`, `sdram_cas_n`, and `sdram_we_n`, to ensure accurate bank addressing and operation completion.
    - Part of the SDRAM command bus, controlled by either the HPDMC’s SDRAM management unit or directly by the CPU in bypass mode for initialization and special operations.
  - **[Additional information]:**
    - Synchronization with the command signals is critical, allowing seamless transitions between banks during complex SDRAM operations. The `sdram_ba` signal contributes to efficient handling of row and column selections across multiple banks.
**[Related Signals]:** sdram_cs_n, sdram_we_n, sdram_ras_n, sdram_cas_n, bypass register, SDRAM command bus"
hpdmc,sdram_dm,"Here’s the extracted information on the `sdram_dm` (SDRAM Data Mask) signal based on the provided design specification:
**[Signal name]:** sdram_dm
**[Description]:**
  - **[Definition]:** Data Mask signal for SDRAM, used to selectively mask data during write operations to the memory.
  - **[Functionality]:**
    - The `sdram_dm` signal specifies which data bytes should be masked during write operations to SDRAM. When asserted, it prevents specific data bytes from being written, allowing for partial-word writes.
    - Used in conjunction with the data bus during write cycles, it controls which bytes are affected, making it essential for managing byte-level data masking.
  - **[Interconnection]:**
    - Works alongside the SDRAM data lines to control data masking at the byte level, enabling efficient data manipulation and selective updates in memory.
    - Operates as part of the data path controller, ensuring correct data masking is applied in sync with the command and data lines.
  - **[Additional information]:**
    - This signal enhances data handling efficiency by supporting selective writes, crucial in applications requiring precise data control, such as error correction or specific byte updates.
**[Related Signals]:** SDRAM data lines, data path controller"
